cross_n,Δnn,Δ,K,ϵ_1,ϵ_2,N
3.0,0.30751683197338764,0.0,1.0,4.8,5.67,200.0
3.0,0.12487573567517529,0.0,1.0,4.8,5.74,200.0
3.0,0.18767998251472306,0.0,1.0,4.8,5.81,200.0
3.0,0.396826340476629,0.0,1.0,4.8,5.88,200.0
3.0,0.31127226328804625,0.0,1.0,4.83,5.74,200.0
3.0,0.12070579458433883,0.0,1.0,4.83,5.81,200.0
3.0,0.17742615961552843,0.0,1.0,4.83,5.88,200.0
3.0,0.3893240614122888,0.0,1.0,4.83,5.95,200.0
3.0,0.3172017839814103,0.0,1.0,4.86,5.81,200.0
3.0,0.11927629924678484,0.0,1.0,4.86,5.88,200.0
3.0,0.1663245931593451,0.0,1.0,4.86,5.95,200.0
3.0,0.3805512638408004,0.0,1.0,4.86,6.02,200.0
3.0,0.32523101762318873,0.0,1.0,4.89,5.88,200.0
3.0,0.12079361530651767,0.0,1.0,4.89,5.95,200.0
3.0,0.15427094215539228,0.0,1.0,4.89,6.02,200.0
3.0,0.3704485056699909,0.0,1.0,4.89,6.09,200.0
3.0,0.33528621545976733,0.0,1.0,4.92,5.95,200.0
3.0,0.1253453886035345,0.0,1.0,4.92,6.02,200.0
3.0,0.14118616834377207,0.0,1.0,4.92,6.09,200.0
3.0,0.35896605594354725,0.0,1.0,4.92,6.16,200.0
3.0,0.34729721109339806,0.0,1.0,4.95,6.02,200.0
3.0,0.13288470944838338,0.0,1.0,4.95,6.09,200.0
3.0,0.127019271280858,0.0,1.0,4.95,6.16,200.0
3.0,0.34606229361055796,0.0,1.0,4.95,6.23,200.0
3.0,0.3611996384304561,0.0,1.0,4.98,6.09,200.0
3.0,0.14325844739124705,0.0,1.0,4.98,6.16,200.0
3.0,0.11175577445902718,0.0,1.0,4.98,6.23,200.0
3.0,0.3317023757943858,0.0,1.0,4.98,6.3,200.0
3.0,0.37693632480050354,0.0,1.0,5.01,6.16,200.0
3.0,0.1562587383123457,0.0,1.0,5.01,6.23,200.0
3.0,0.09543997457092246,0.0,1.0,5.01,6.3,200.0
3.0,0.31585714155910694,0.0,1.0,5.01,6.37,200.0
3.0,0.3944579177992651,0.0,1.0,5.04,6.23,200.0
3.0,0.1716705543826862,0.0,1.0,5.04,6.3,200.0
3.0,0.07823479064019523,0.0,1.0,5.04,6.37,200.0
3.0,0.29850222265555004,0.0,1.0,5.04,6.44,200.0
3.0,0.4137228915142046,0.0,1.0,5.07,6.3,200.0
3.0,0.1893014031901359,0.0,1.0,5.07,6.37,200.0
3.0,0.06060240369798464,0.0,1.0,5.07,6.44,200.0
3.0,0.2796173413691818,0.0,1.0,5.07,6.51,200.0
3.0,0.4346971091461356,0.0,1.0,5.1,6.37,200.0
3.0,0.20899340602628058,0.0,1.0,5.1,6.44,200.0
3.0,0.043943726916609194,0.0,1.0,5.1,6.51,200.0
3.0,0.2591857891818137,0.0,1.0,5.1,6.58,200.0
3.0,0.492749414521505,0.0,1.0,5.1,6.65,200.0
3.0,0.4573531109039237,0.0,1.0,5.13,6.44,200.0
3.0,0.2306240269850548,0.0,1.0,5.13,6.51,200.0
3.0,0.03287300972026941,0.0,1.0,5.13,6.58,200.0
3.0,0.23719410396574148,0.0,1.0,5.13,6.65,200.0
3.0,0.4712410527815081,0.0,1.0,5.13,6.72,200.0
3.0,0.4816692665539648,0.0,1.0,5.16,6.51,200.0
3.0,0.2541014798785639,0.0,1.0,5.16,6.58,200.0
3.0,0.036390374232070144,0.0,1.0,5.16,6.65,200.0
3.0,0.2136320125104021,0.0,1.0,5.16,6.72,200.0
3.0,0.4481136164379649,0.0,1.0,5.16,6.79,200.0
3.0,0.27935860560917547,0.0,1.0,5.19,6.65,200.0
3.0,0.05369017593451986,0.0,1.0,5.19,6.72,200.0
3.0,0.18849282077906793,0.0,1.0,5.19,6.79,200.0
3.0,0.42336031828350684,0.0,1.0,5.19,6.86,200.0
3.0,0.30634705852835964,0.0,1.0,5.22,6.72,200.0
3.0,0.077421632710724,0.0,1.0,5.22,6.79,200.0
3.0,0.1617747469300852,0.0,1.0,5.22,6.86,200.0
3.0,0.39697541009208237,0.0,1.0,5.22,6.93,200.0
3.0,0.3350324657024544,0.0,1.0,5.25,6.79,200.0
3.0,0.10447239305499068,0.0,1.0,5.25,6.86,200.0
3.0,0.13348467965624877,0.0,1.0,5.25,6.93,200.0
3.0,0.3689540517230796,0.0,1.0,5.25,7.0,200.0
3.0,0.3653906531662443,0.0,1.0,5.28,6.86,200.0
3.0,0.13385379868966396,0.0,1.0,5.28,6.93,200.0
3.0,0.10364965673075233,0.0,1.0,5.28,7.0,200.0
3.0,0.3392922134551313,0.0,1.0,5.28,7.07,200.0
3.0,0.3974048088934765,0.0,1.0,5.31,6.93,200.0
3.0,0.16520116233994742,0.0,1.0,5.31,7.0,200.0
3.0,0.07236111231948428,0.0,1.0,5.31,7.07,200.0
3.0,0.3079866154378905,0.0,1.0,5.31,7.14,200.0
3.0,0.4310633937895503,0.0,1.0,5.34,7.0,200.0
3.0,0.19835700223004693,0.0,1.0,5.34,7.07,200.0
3.0,0.040047657359775,0.0,1.0,5.34,7.14,200.0
3.0,0.27503471818800307,0.0,1.0,5.34,7.21,200.0
3.0,0.4663586216993991,0.0,1.0,5.37,7.07,200.0
3.0,0.23324504304677873,0.0,1.0,5.37,7.14,200.0
3.0,0.013055358728554012,0.0,1.0,5.37,7.21,200.0
3.0,0.24043480200335665,0.0,1.0,5.37,7.28,200.0
3.0,0.4798763471985268,0.0,1.0,5.37,7.35,200.0
3.0,0.2698252622495474,0.0,1.0,5.4,7.21,200.0
3.0,0.03573753712908356,0.0,1.0,5.4,7.28,200.0
3.0,0.20418623934910585,0.0,1.0,5.4,7.35,200.0
3.0,0.44382281301073334,0.0,1.0,5.4,7.42,200.0
3.0,0.30807546407430664,0.0,1.0,5.43,7.28,200.0
3.0,0.07267797180953295,0.0,1.0,5.43,7.35,200.0
3.0,0.16629027960672715,0.0,1.0,5.43,7.42,200.0
3.0,0.4060993909275652,0.0,1.0,5.43,7.49,200.0
3.0,0.34798286693328606,0.0,1.0,5.46,7.35,200.0
3.0,0.11207191745302225,0.0,1.0,5.46,7.42,200.0
3.0,0.12675253380034235,0.0,1.0,5.46,7.49,200.0
3.0,0.36670553799307015,0.0,1.0,5.46,7.56,200.0
3.0,0.38953992724920994,0.0,1.0,5.49,7.42,200.0
3.0,0.1533066610805065,0.0,1.0,5.49,7.49,200.0
3.0,0.08559319196686488,0.0,1.0,5.49,7.56,200.0
3.0,0.3256409877575308,0.0,1.0,5.49,7.63,200.0
3.0,0.43274212570229764,0.0,1.0,5.52,7.49,200.0
3.0,0.1962623106087662,0.0,1.0,5.52,7.56,200.0
3.0,0.0429208776603609,0.0,1.0,5.52,7.63,200.0
3.0,0.28290576682282165,0.0,1.0,5.52,7.7,200.0
3.0,0.4775867311483992,0.0,1.0,5.55,7.56,200.0
3.0,0.24090029323335926,0.0,1.0,5.55,7.63,200.0
3.0,0.006384556245411233,0.0,1.0,5.55,7.7,200.0
3.0,0.23850026166160632,0.0,1.0,5.55,7.77,200.0
3.0,0.48091810638668164,0.0,1.0,5.55,7.84,200.0
3.0,0.2872047542711229,0.0,1.0,5.58,7.7,200.0
3.0,0.04863219452215617,0.0,1.0,5.58,7.77,200.0
3.0,0.19242542163328125,0.0,1.0,5.58,7.84,200.0
3.0,0.43493673439819247,0.0,1.0,5.58,7.91,200.0
3.0,0.3351681124618935,0.0,1.0,5.61,7.77,200.0
3.0,0.09630676607392985,0.0,1.0,5.61,7.84,200.0
3.0,0.14468342757739094,0.0,1.0,5.61,7.91,200.0
3.0,0.3872736342969674,0.0,1.0,5.61,7.98,200.0
3.0,0.38478631109448713,0.0,1.0,5.64,7.84,200.0
3.0,0.14576279176073825,0.0,1.0,5.64,7.91,200.0
3.0,0.09528058873299727,0.0,1.0,5.64,7.98,200.0
3.0,0.3379297511216848,0.0,1.0,5.64,8.05,200.0
3.0,0.4360569462144568,0.0,1.0,5.67,7.91,200.0
3.0,0.19690920543171586,0.0,1.0,5.67,7.98,200.0
3.0,0.044250991816745966,0.0,1.0,5.67,8.05,200.0
3.0,0.2869061811699254,0.0,1.0,5.67,8.12,200.0
3.0,0.48897843079991077,0.0,1.0,5.7,7.98,200.0
3.0,0.24972669281419257,0.0,1.0,5.7,8.05,200.0
3.0,0.00918473882970261,0.0,1.0,5.7,8.12,200.0
3.0,0.23420420976187017,0.0,1.0,5.7,8.19,200.0
3.0,0.47876353462747545,0.0,1.0,5.7,8.26,200.0
3.0,0.3042083319494395,0.0,1.0,5.73,8.12,200.0
3.0,0.06312830635556566,0.0,1.0,5.73,8.19,200.0
3.0,0.17982543766122205,0.0,1.0,5.73,8.26,200.0
3.0,0.42440970633599306,0.0,1.0,5.73,8.33,200.0
3.0,0.3603507163144002,0.0,1.0,5.76,8.19,200.0
3.0,0.11918504755483639,0.0,1.0,5.76,8.26,200.0
3.0,0.1237722876756493,0.0,1.0,5.76,8.33,200.0
3.0,0.36837086160061006,0.0,1.0,5.76,8.4,200.0
3.0,0.4181516989145564,0.0,1.0,5.79,8.26,200.0
3.0,0.17693131600435663,0.0,1.0,5.79,8.33,200.0
3.0,0.06605128420333983,0.0,1.0,5.79,8.4,200.0
5.0,0.48521235851535494,0.0,1.0,5.79,8.4,200.0
3.0,0.3106487021071871,0.0,1.0,5.79,8.47,200.0
3.0,0.4776096371829084,0.0,1.0,5.82,8.33,200.0
3.0,0.23634887445103914,0.0,1.0,5.82,8.4,200.0
3.0,0.006852088441739568,0.0,1.0,5.82,8.47,200.0
5.0,0.4447569861394385,0.0,1.0,5.82,8.47,200.0
3.0,0.2512450273997473,0.0,1.0,5.82,8.54,200.0
5.0,0.455778924183619,0.0,1.0,5.82,8.54,200.0
3.0,0.4975050050626635,0.0,1.0,5.82,8.61,200.0
3.0,0.2974326057685204,0.0,1.0,5.85,8.47,200.0
3.0,0.054483043428092515,0.0,1.0,5.85,8.54,200.0
5.0,0.41184724219993996,0.0,1.0,5.85,8.54,200.0
3.0,0.1901617796136037,0.0,1.0,5.85,8.61,200.0
5.0,0.4065768520463706,0.0,1.0,5.85,8.61,200.0
3.0,0.4363975367111692,0.0,1.0,5.85,8.68,200.0
5.0,0.49184701171803624,0.0,1.0,5.85,8.68,200.0
3.0,0.3601798019068241,0.0,1.0,5.88,8.54,200.0
5.0,0.49830183701375574,0.0,1.0,5.88,8.54,200.0
3.0,0.11721525613137374,0.0,1.0,5.88,8.61,200.0
5.0,0.3882282905136236,0.0,1.0,5.88,8.61,200.0
3.0,0.12740123860341157,0.0,1.0,5.88,8.68,200.0
5.0,0.36165848274838197,0.0,1.0,5.88,8.68,200.0
3.0,0.3736047690857447,0.0,1.0,5.88,8.75,200.0
5.0,0.4375636325508907,0.0,1.0,5.88,8.75,200.0
3.0,0.42458842864083124,0.0,1.0,5.91,8.61,200.0
3.0,0.18162652409742464,0.0,1.0,5.91,8.68,200.0
5.0,0.37559141026832776,0.0,1.0,5.91,8.68,200.0
3.0,0.0629674700642866,0.0,1.0,5.91,8.75,200.0
5.0,0.3228497552973124,0.0,1.0,5.91,8.75,200.0
3.0,0.30912885878609586,0.0,1.0,5.91,8.82,200.0
5.0,0.3843089648661788,0.0,1.0,5.91,8.82,200.0
3.0,0.49065666920814976,0.0,1.0,5.94,8.68,200.0
3.0,0.24770698121770351,0.0,1.0,5.94,8.75,200.0
5.0,0.37509295551170396,0.0,1.0,5.94,8.75,200.0
3.0,0.0033130453483565248,0.0,1.0,5.94,8.82,200.0
5.0,0.29275913768799455,0.0,1.0,5.94,8.82,200.0
3.0,0.24297202280929753,0.0,1.0,5.94,8.89,200.0
5.0,0.3328138824854818,0.0,1.0,5.94,8.89,200.0
3.0,0.4906471925560538,0.0,1.0,5.94,8.96,200.0
5.0,0.4677305021068747,0.0,1.0,5.94,8.96,200.0
3.0,0.3154533353945226,0.0,1.0,5.97,8.82,200.0
5.0,0.3869216392213275,0.0,1.0,5.97,8.82,200.0
3.0,0.07094410073320745,0.0,1.0,5.97,8.89,200.0
5.0,0.2745780759568106,0.0,1.0,5.97,8.89,200.0
3.0,0.17513656567724922,0.0,1.0,5.97,8.96,200.0
5.0,0.2844281576392831,0.0,1.0,5.97,8.96,200.0
3.0,0.4227448904175901,0.0,1.0,5.97,9.03,200.0
5.0,0.41125561431489643,0.0,1.0,5.97,9.03,200.0
3.0,0.3848632414037638,0.0,1.0,6.0,8.89,200.0
5.0,0.41023125405280325,0.0,1.0,6.0,8.89,200.0
3.0,0.14039448351240935,0.0,1.0,6.0,8.96,200.0
5.0,0.27114711743701037,0.0,1.0,6.0,8.96,200.0
3.0,0.10562502801604978,0.0,1.0,6.0,9.03,200.0
5.0,0.24161580830013918,0.0,1.0,6.0,9.03,200.0
3.0,0.35315992070238167,0.0,1.0,6.0,9.1,200.0
5.0,0.3546281585083477,0.0,1.0,6.0,9.1,200.0
3.0,0.45593457626046074,0.0,1.0,6.03,8.96,200.0
5.0,0.44348962867690034,0.0,1.0,6.03,8.96,200.0
3.0,0.21151507469954822,0.0,1.0,6.03,9.03,200.0
5.0,0.2835195336951699,0.0,1.0,6.03,9.03,200.0
3.0,0.03444224198008783,0.0,1.0,6.03,9.1,200.0
5.0,0.20865752297490303,0.0,1.0,6.03,9.1,200.0
3.0,0.2818947779799288,0.0,1.0,6.03,9.17,200.0
5.0,0.29839252526528526,0.0,1.0,6.03,9.17,200.0
5.0,0.46875316211644247,0.0,1.0,6.03,9.24,200.0
5.0,0.48496586612594683,0.0,1.0,6.06,9.03,200.0
3.0,0.28430194976753853,0.0,1.0,6.06,9.1,200.0
5.0,0.31036687505871896,0.0,1.0,6.06,9.1,200.0
3.0,0.03842615605909572,0.0,1.0,6.06,9.17,200.0
5.0,0.1917417301648925,0.0,1.0,6.06,9.17,200.0
3.0,0.20895199741192982,0.0,1.0,6.06,9.24,200.0
5.0,0.24368870136166265,0.0,1.0,6.06,9.24,200.0
3.0,0.45779748903642314,0.0,1.0,6.06,9.31,200.0
5.0,0.40867991350724253,0.0,1.0,6.06,9.31,200.0
3.0,0.3587525379405605,0.0,1.0,6.09,9.17,200.0
5.0,0.3489269299494282,0.0,1.0,6.09,9.17,200.0
3.0,0.11295065175293928,0.0,1.0,6.09,9.24,200.0
5.0,0.19619062698994583,0.0,1.0,6.09,9.24,200.0
3.0,0.13433418491021598,0.0,1.0,6.09,9.31,200.0
5.0,0.19303696163595419,0.0,1.0,6.09,9.31,200.0
3.0,0.38307595964104735,0.0,1.0,6.09,9.38,200.0
5.0,0.3476883630296044,0.0,1.0,6.09,9.38,200.0
3.0,0.4348644722038557,0.0,1.0,6.12,9.24,200.0
5.0,0.39634883985529257,0.0,1.0,6.12,9.24,200.0
3.0,0.18914469346862006,0.0,1.0,6.12,9.31,200.0
5.0,0.2217860467039685,0.0,1.0,6.12,9.31,200.0
3.0,0.058044304816952774,0.0,1.0,6.12,9.38,200.0
5.0,0.15224172126242763,0.0,1.0,6.12,9.38,200.0
3.0,0.3066766176671365,0.0,1.0,6.12,9.45,200.0
5.0,0.2861146456940986,0.0,1.0,6.12,9.45,200.0
5.0,0.477491056020412,0.0,1.0,6.12,9.52,200.0
5.0,0.4503756971559625,0.0,1.0,6.15,9.31,200.0
3.0,0.2670037008341808,0.0,1.0,6.15,9.38,200.0
5.0,0.2633846437407641,0.0,1.0,6.15,9.38,200.0
3.0,0.019920884628959357,0.0,1.0,6.15,9.45,200.0
5.0,0.1329073994535861,0.0,1.0,6.15,9.45,200.0
3.0,0.22860220768133388,0.0,1.0,6.15,9.52,200.0
5.0,0.224729111809296,0.0,1.0,6.15,9.52,200.0
3.0,0.4785357825661123,0.0,1.0,6.15,9.59,200.0
5.0,0.41306965588933053,0.0,1.0,6.15,9.59,200.0
3.0,0.346524957437893,0.0,1.0,6.18,9.45,200.0
5.0,0.31557072342639003,0.0,1.0,6.18,9.45,200.0
3.0,0.09954598125827374,0.0,1.0,6.18,9.52,200.0
5.0,0.1459231658683109,0.0,1.0,6.18,9.52,200.0
3.0,0.14885550606757647,0.0,1.0,6.18,9.59,200.0
5.0,0.16553746562641436,0.0,1.0,6.18,9.59,200.0
3.0,0.39865805661558795,0.0,1.0,6.18,9.66,200.0
5.0,0.3473209676910187,0.0,1.0,6.18,9.66,200.0
3.0,0.42770590060635527,0.0,1.0,6.21,9.52,200.0
5.0,0.37471126902194385,0.0,1.0,6.21,9.52,200.0
3.0,0.1808382578580563,0.0,1.0,6.21,9.59,200.0
5.0,0.186185106181199,0.0,1.0,6.21,9.59,200.0
3.0,0.06743940714229524,0.0,1.0,6.21,9.66,200.0
5.0,0.11479786616635579,0.0,1.0,6.21,9.66,200.0
3.0,0.31710617751386394,0.0,1.0,6.21,9.73,200.0
5.0,0.2804449424045714,0.0,1.0,6.21,9.73,200.0
5.0,0.4834574572982433,0.0,1.0,6.21,9.8,200.0
5.0,0.438693102114442,0.0,1.0,6.24,9.59,200.0
3.0,0.26379278425172004,0.0,1.0,6.24,9.66,200.0
5.0,0.24167320281451055,0.0,1.0,6.24,9.66,200.0
3.0,0.01564579992505344,0.0,1.0,6.24,9.73,200.0
5.0,0.09206144358892132,0.0,1.0,6.24,9.73,200.0
3.0,0.23388305861098502,0.0,1.0,6.24,9.8,200.0
5.0,0.21292962966560935,0.0,1.0,6.24,9.8,200.0
3.0,0.48477049789029536,0.0,1.0,6.24,9.87,200.0
5.0,0.414283165876455,0.0,1.0,6.24,9.87,200.0
3.0,0.34840675054044823,0.0,1.0,6.27,9.73,200.0
5.0,0.30523796126216496,0.0,1.0,6.27,9.73,200.0
3.0,0.10039139348550918,0.0,1.0,6.27,9.8,200.0
5.0,0.11815935263898325,0.0,1.0,6.27,9.8,200.0
3.0,0.14899162942624855,0.0,1.0,6.27,9.87,200.0
5.0,0.14623126126527097,0.0,1.0,6.27,9.87,200.0
3.0,0.3997235608473204,0.0,1.0,6.27,9.94,200.0
5.0,0.34358221738258976,0.0,1.0,6.27,9.94,200.0
3.0,0.4346774333028094,0.0,1.0,6.3,9.8,200.0
5.0,0.37367833456208643,0.0,1.0,6.3,9.8,200.0
3.0,0.1867994696487898,0.0,1.0,6.3,9.87,200.0
5.0,0.1741523211256748,0.0,1.0,6.3,9.87,200.0
3.0,0.06243487954846927,0.0,1.0,6.3,9.94,200.0
5.0,0.08652919384628177,0.0,1.0,6.3,9.94,200.0
5.0,0.4455360571776765,0.0,1.0,6.33,9.87,200.0
3.0,0.2748659507395672,0.0,1.0,6.33,9.94,200.0
5.0,0.2414343826631864,0.0,1.0,6.33,9.94,200.0
4.0,0.4798185949750575,0.0,1.0,7.53,6.3,200.0
4.0,0.45155630964286786,0.0,1.0,7.56,6.37,200.0
4.0,0.46069388936008693,0.0,1.0,7.59,6.37,200.0
4.0,0.4423942030049375,0.0,1.0,7.59,6.44,200.0
4.0,0.4116620253185346,0.0,1.0,7.62,6.44,200.0
4.0,0.4531100796380514,0.0,1.0,7.62,6.51,200.0
4.0,0.4845876646304532,0.0,1.0,7.65,6.44,200.0
4.0,0.37876937329063765,0.0,1.0,7.65,6.51,200.0
4.0,0.4820216712799237,0.0,1.0,7.65,6.58,200.0
4.0,0.4188152810820043,0.0,1.0,7.68,6.51,200.0
4.0,0.365978905217176,0.0,1.0,7.68,6.58,200.0
4.0,0.3626172125345164,0.0,1.0,7.71,6.58,200.0
4.0,0.37495025199277165,0.0,1.0,7.71,6.65,200.0
4.0,0.47445333398708556,0.0,1.0,7.74,6.58,200.0
4.0,0.32066300403361936,0.0,1.0,7.74,6.65,200.0
4.0,0.4038639910631474,0.0,1.0,7.74,6.72,200.0
4.0,0.4040961641145344,0.0,1.0,7.77,6.65,200.0
4.0,0.2985799890707028,0.0,1.0,7.77,6.72,200.0
4.0,0.4485461393322794,0.0,1.0,7.77,6.79,200.0
4.0,0.33998430843165295,0.0,1.0,7.8,6.72,200.0
4.0,0.30034747370666537,0.0,1.0,7.8,6.79,200.0
4.0,0.49246910146128187,0.0,1.0,7.83,6.72,200.0
4.0,0.2859687359109415,0.0,1.0,7.83,6.79,200.0
4.0,0.3251771747327581,0.0,1.0,7.83,6.86,200.0
4.0,0.4195270331270109,0.0,1.0,7.86,6.79,200.0
4.0,0.24827895414424006,0.0,1.0,7.86,6.86,200.0
4.0,0.36807879484530304,0.0,1.0,7.86,6.93,200.0
4.0,0.3497905184920853,0.0,1.0,7.89,6.86,200.0
4.0,0.23443800234288403,0.0,1.0,7.89,6.93,200.0
4.0,0.4232827779550945,0.0,1.0,7.89,7.0,200.0
4.0,0.2853029594649712,0.0,1.0,7.92,6.93,200.0
4.0,0.24801042075844748,0.0,1.0,7.92,7.0,200.0
4.0,0.4863434830367481,0.0,1.0,7.92,7.07,200.0
4.0,0.4635577884830582,0.0,1.0,7.95,6.93,200.0
4.0,0.23011184413581987,0.0,1.0,7.95,7.0,200.0
4.0,0.2847045109959794,0.0,1.0,7.95,7.07,200.0
4.0,0.39190314464009646,0.0,1.0,7.98,7.0,200.0
4.0,0.1918962004543232,0.0,1.0,7.98,7.07,200.0
4.0,0.33670281743235364,0.0,1.0,7.98,7.14,200.0
4.0,0.3223726418961945,0.0,1.0,8.01,7.07,200.0
4.0,0.18116099006392972,0.0,1.0,8.01,7.14,200.0
4.0,0.397750092680198,0.0,1.0,8.01,7.21,200.0
4.0,0.25639002004078293,0.0,1.0,8.04,7.14,200.0
4.0,0.20182583458715442,0.0,1.0,8.04,7.21,200.0
4.0,0.4640251439984411,0.0,1.0,8.04,7.28,200.0
4.0,0.46065738992965066,0.0,1.0,8.07,7.14,200.0
4.0,0.19712253805526814,0.0,1.0,8.07,7.21,200.0
4.0,0.2456764282461279,0.0,1.0,8.07,7.28,200.0
4.0,0.39071945301729727,0.0,1.0,8.1,7.21,200.0
4.0,0.15203398641919819,0.0,1.0,8.1,7.28,200.0
4.0,0.3024422434884997,0.0,1.0,8.1,7.35,200.0
4.0,0.3219876863711306,0.0,1.0,8.13,7.28,200.0
4.0,0.13536741584009349,0.0,1.0,8.13,7.35,200.0
4.0,0.3658573096189741,0.0,1.0,8.13,7.42,200.0
4.0,0.25514901687151337,0.0,1.0,8.16,7.35,200.0
4.0,0.15587184422373923,0.0,1.0,8.16,7.42,200.0
4.0,0.43274086605535445,0.0,1.0,8.16,7.49,200.0
4.0,0.48154092390026904,0.0,1.0,8.19,7.35,200.0
4.0,0.19177976593860535,0.0,1.0,8.19,7.42,200.0
4.0,0.20206283495666355,0.0,1.0,8.19,7.49,200.0
4.0,0.4139819989664488,0.0,1.0,8.22,7.42,200.0
4.0,0.13617856941266382,0.0,1.0,8.22,7.49,200.0
4.0,0.26022224795629256,0.0,1.0,8.22,7.56,200.0
4.0,0.3471143002867336,0.0,1.0,8.25,7.49,200.0
4.0,0.10109304139007236,0.0,1.0,8.25,7.56,200.0
4.0,0.3236313136826965,0.0,1.0,8.25,7.63,200.0
4.0,0.28117466139303815,0.0,1.0,8.28,7.56,200.0
4.0,0.1077907501774149,0.0,1.0,8.28,7.63,200.0
4.0,0.3894459596995006,0.0,1.0,8.28,7.7,200.0
4.0,0.21665379289439102,0.0,1.0,8.31,7.63,200.0
4.0,0.15015335688883624,0.0,1.0,8.31,7.7,200.0
4.0,0.45637042815691586,0.0,1.0,8.31,7.77,200.0
4.0,0.4590976968580236,0.0,1.0,8.34,7.63,200.0
4.0,0.15479730558105587,0.0,1.0,8.34,7.7,200.0
4.0,0.20687297452531084,0.0,1.0,8.34,7.77,200.0
4.0,0.3949544706614887,0.0,1.0,8.37,7.7,200.0
4.0,0.0997695409824928,0.0,1.0,8.37,7.77,200.0
4.0,0.268619004000314,0.0,1.0,8.37,7.84,200.0
4.0,0.33138778079852216,0.0,1.0,8.4,7.77,200.0
4.0,0.06876866606924281,0.0,1.0,8.4,7.84,200.0
4.0,0.3322691486376783,0.0,1.0,8.4,7.91,200.0
4.0,0.26851668934892814,0.0,1.0,8.43,7.84,200.0
4.0,0.08996294759606371,0.0,1.0,8.43,7.91,200.0
4.0,0.3966176825129679,0.0,1.0,8.43,7.98,200.0
4.0,0.20657435612874053,0.0,1.0,8.46,7.91,200.0
4.0,0.14086600460844068,0.0,1.0,8.46,7.98,200.0
4.0,0.4611139236538264,0.0,1.0,8.46,8.05,200.0
4.0,0.46282718406668266,0.0,1.0,8.49,7.91,200.0
4.0,0.14614134895464304,0.0,1.0,8.49,7.98,200.0
4.0,0.1994165882237411,0.0,1.0,8.49,8.05,200.0
4.0,0.402385549326965,0.0,1.0,8.52,7.98,200.0
4.0,0.08927015205300037,0.0,1.0,8.52,8.05,200.0
4.0,0.26008588429751,0.0,1.0,8.52,8.12,200.0
4.0,0.3424879619650909,0.0,1.0,8.55,8.05,200.0
4.0,0.048112492834484044,0.0,1.0,8.55,8.12,200.0
4.0,0.32132358541153394,0.0,1.0,8.55,8.19,200.0
4.0,0.28318397058350797,0.0,1.0,8.58,8.12,200.0
4.0,0.06474803251518679,0.0,1.0,8.58,8.19,200.0
4.0,0.38255063633820896,0.0,1.0,8.58,8.26,200.0
4.0,0.22455135319319197,0.0,1.0,8.61,8.19,200.0
4.0,0.11572400087727885,0.0,1.0,8.61,8.26,200.0
4.0,0.4434997295788463,0.0,1.0,8.61,8.33,200.0
4.0,0.4919388475664732,0.0,1.0,8.64,8.19,200.0
4.0,0.16674499757229455,0.0,1.0,8.64,8.26,200.0
4.0,0.17232902489395485,0.0,1.0,8.64,8.33,200.0
4.0,0.4354786468643681,0.0,1.0,8.67,8.26,200.0
4.0,0.11019372458042653,0.0,1.0,8.67,8.33,200.0
4.0,0.22996680965574967,0.0,1.0,8.67,8.4,200.0
4.0,0.37958972770753974,0.0,1.0,8.7,8.33,200.0
4.0,0.0569228260068293,0.0,1.0,8.7,8.4,200.0
4.0,0.2876195235766801,0.0,1.0,8.7,8.47,200.0
4.0,0.3242970974950623,0.0,1.0,8.73,8.4,200.0
4.0,0.02984266227598198,0.0,1.0,8.73,8.47,200.0
4.0,0.3449393554484743,0.0,1.0,8.73,8.54,200.0
4.0,0.2696292684177024,0.0,1.0,8.76,8.47,200.0
4.0,0.06986990636380241,0.0,1.0,8.76,8.54,200.0
4.0,0.40177024311776677,0.0,1.0,8.76,8.61,200.0
4.0,0.2156232863767542,0.0,1.0,8.79,8.54,200.0
4.0,0.12245982916564913,0.0,1.0,8.79,8.61,200.0
4.0,0.45802739269403503,0.0,1.0,8.79,8.68,200.0
4.0,0.49383647647024986,0.0,1.0,8.82,8.54,200.0
4.0,0.16233937470069293,0.0,1.0,8.82,8.61,200.0
4.0,0.1761022594240984,0.0,1.0,8.82,8.68,200.0
4.0,0.44220817186740646,0.0,1.0,8.85,8.61,200.0
4.0,0.10991656303104946,0.0,1.0,8.85,8.68,200.0
4.0,0.22956867505557454,0.0,1.0,8.85,8.75,200.0
4.0,0.3912199199998696,0.0,1.0,8.88,8.68,200.0
4.0,0.05891504301436257,0.0,1.0,8.88,8.75,200.0
4.0,0.2825508734022435,0.0,1.0,8.88,8.82,200.0
4.0,0.3408899028689376,0.0,1.0,8.91,8.75,200.0
4.0,0.01768022446669093,0.0,1.0,8.91,8.82,200.0
4.0,0.3349291283629299,0.0,1.0,8.91,8.89,200.0
4.0,0.29123635158629213,0.0,1.0,8.94,8.82,200.0
4.0,0.048920212304768285,0.0,1.0,8.94,8.89,200.0
4.0,0.38664230211975337,0.0,1.0,8.94,8.96,200.0
4.0,0.24227818810503265,0.0,1.0,8.97,8.89,200.0
4.0,0.09744828911122738,0.0,1.0,8.97,8.96,200.0
4.0,0.43765247129395846,0.0,1.0,8.97,9.03,200.0
4.0,0.19403655940780595,0.0,1.0,9.0,8.96,200.0
